c_reviews,label
its a nice cafe in the town we ordered chicken white sauce pasta devils chicken pizza oreo chocolate sundae the pasta was really good  pizza was also good  sundae was average all together a good experience,1
its delicious and so cheesy pizza and full of toppings ,1
nice cafefood was superb i suggest every one to visit once,1
i love their food and service pizza was so deliciousmust try once which is new to town,1
pizza was nice new to town interior was decent and super service love there food,1
i really like this place  they serve pretty good thin crust pizza ,1
"amazing food and very good ambiance the service provided is commendable the entire staffs behaviour is very good loved the place must visit
ice creams are the best i have had soo far in behrampur cant compete with the ",1
ambience   taste of food   behaviour and pricing ,0
the food was not good we ordered french fries which were okay but the waffles that they serve are not at all good as they tasted very bland and were very thick and difficult bite would really suggest them to check there waffles before serving then to customer,-1
"one of the finest cafe in berhampur homely service with gentle behavior with western foods too
everyone out there were superb celebrated birthday over there and we are ",1
first of its kind wood fried pizza was awesome only one in town superb taste  cafe has a good ambiance well behaved staff and food is awesome  now they have integrated games and all to enjoy most of your time at cafe ,1
i love the pasta and thin crust pizza i recommend visit once and try full paisa wasool,1
i like tha pizza and pasta very much plz visit and njy their food,1
very satisfied ,1
cafe tatva is where you can find authentic wood fire oven pizza they have a wide variety of ice cream as well and is of top notchthe place has best ambience and a great cafe to hang out with your friends and family i must say behaviour of staff was really good keep up the good work  ,1
best cafe in berhampurawsm staff and they have special healthy bite menu which is so so good must visit,1
i have ordered the one fajita chicken pizza and paneer tikka burger first of all it tastes awesome food quality is excellent the service is also really fast  i dont think this kind of taste and quality is serving anywhere inberhampur ,1
first thing isthis is a ice cream corner and there are different types of ice creams but they are natural ice creamno harmful to kids and others,1
the bbq burger is so beautifully prepared and the taste is mouth watering one must try this the customer service is best in town simply awesome ambience,1
loved this place the atmosphere food and most of the drinks were great,1
food is very average can avoid,-1
one of the best cafe in berhampur,1
best place to have wood fired pizza in berhampur this comes with thin crust base and italian style many other continental dishes to tickle your taste buds,1
